"date","pm10","pm25","o3","no2","co","so2"
2016-04-21 05:00:00,23,13,42,8,300,1
2016-04-21 06:00:00,23,11,43,9,300,1
2016-04-21 07:00:00,15,11,37,14,300,1
2016-04-21 08:00:00,17,11,35,17,200,1
2016-04-21 09:00:00,13,7,29,23,200,1
2016-04-21 10:00:00,21,5,16,36,300,1
2016-04-21 11:00:00,17,9,27,17,200,1
2016-04-21 12:00:00,15,7,33,12,200,1
2016-04-21 13:00:00,19,3,34,13,200,1
2016-04-21 14:00:00,17,7,31,16,200,1
2016-04-21 15:00:00,19,11,37,9,200,NA
2016-04-21 16:00:00,19,9,37,9,200,1
2016-04-21 17:00:00,21,19,38,11,200,1
2016-04-21 18:00:00,19,9,41,13,200,1
2016-04-21 19:00:00,17,7,40,13,300,1
2016-04-21 20:00:00,23,9,37,18,300,1
2016-04-21 21:00:00,29,19,44,10,200,NA
2016-04-21 22:00:00,27,19,44,9,200,NA
2016-04-21 23:00:00,25,9,40,10,300,NA
2016-04-22 00:00:00,23,11,36,12,300,1
2016-04-22 01:00:00,25,15,39,8,300,1
2016-04-22 02:00:00,21,5,37,7,300,NA
2016-04-22 03:00:00,23,5,34,8,300,NA
2016-04-22 04:00:00,23,15,32,8,300,NA
2016-04-22 05:00:00,17,7,32,11,300,1
2016-04-22 06:00:00,25,9,28,17,300,NA
2016-04-22 07:00:00,29,9,29,22,300,1
2016-04-22 08:00:00,25,9,33,23,300,1
2016-04-22 09:00:00,39,19,38,19,300,1
2016-04-22 10:00:00,45,15,42,15,300,1
2016-04-22 11:00:00,51,23,46,19,300,1
2016-04-22 12:00:00,63,25,53,27,400,2
2016-04-22 13:00:00,77,41,70,19,400,3
2016-04-22 14:00:00,79,41,76,12,300,2
2016-04-22 15:00:00,71,39,77,10,300,2
2016-04-22 16:00:00,65,33,72,13,300,2
2016-04-22 17:00:00,59,27,77,12,300,3
2016-04-22 18:00:00,71,43,73,14,500,2
2016-04-22 19:00:00,99,63,64,13,400,2
2016-04-22 20:00:00,103,63,64,14,400,2
2016-04-22 21:00:00,109,63,61,16,400,2
2016-04-22 22:00:00,113,69,60,16,500,2
2016-04-22 23:00:00,123,77,56,14,500,2
2016-04-23 00:00:00,113,67,70,7,400,2
2016-04-23 01:00:00,129,77,66,7,400,2
2016-04-23 02:00:00,137,93,66,8,500,1
2016-04-23 03:00:00,141,91,62,8,500,2
2016-04-23 04:00:00,143,83,57,7,500,1
2016-04-23 05:00:00,137,85,43,16,400,1
2016-04-23 06:00:00,137,77,45,15,400,1
2016-04-23 07:00:00,161,75,31,25,400,1
2016-04-23 08:00:00,153,69,37,18,400,1
2016-04-23 09:00:00,179,71,35,18,300,1
2016-04-23 10:00:00,241,63,38,17,300,1
2016-04-23 11:00:00,283,57,43,13,300,1
2016-04-23 12:00:00,263,49,48,9,300,1
2016-04-23 13:00:00,241,51,51,8,200,1
2016-04-23 14:00:00,197,47,49,10,200,1
2016-04-23 15:00:00,169,41,49,16,300,1
2016-04-23 16:00:00,151,35,54,18,300,1
2016-04-23 17:00:00,145,37,49,18,300,2
2016-04-23 18:00:00,133,45,43,16,300,1
2016-04-23 19:00:00,153,35,42,15,300,1
2016-04-23 20:00:00,153,39,40,14,300,1
2016-04-23 21:00:00,139,37,39,14,300,1
2016-04-23 22:00:00,169,35,41,11,200,1
2016-04-23 23:00:00,163,33,39,11,200,1
2016-04-24 00:00:00,141,23,37,13,300,1
2016-04-24 01:00:00,123,27,37,12,200,1
2016-04-24 02:00:00,109,21,38,8,200,2
2016-04-24 03:00:00,105,19,36,8,200,2
2016-04-24 04:00:00,111,17,33,8,200,2
2016-04-24 05:00:00,121,19,28,12,300,2
2016-04-24 06:00:00,111,19,28,11,300,2
2016-04-24 07:00:00,119,21,27,11,300,1
2016-04-24 08:00:00,143,21,32,11,300,2
2016-04-24 09:00:00,219,39,47,6,300,2
2016-04-24 10:00:00,307,59,50,6,200,2
2016-04-24 11:00:00,255,49,57,4,200,1
2016-04-24 12:00:00,181,33,58,6,200,1
2016-04-24 13:00:00,161,27,58,8,200,1
2016-04-24 14:00:00,149,37,62,7,200,1
2016-04-24 15:00:00,129,31,65,7,200,1
2016-04-24 16:00:00,111,19,63,8,200,1
2016-04-24 17:00:00,103,17,63,9,300,2
2016-04-24 18:00:00,149,29,59,11,300,2
2016-04-24 19:00:00,133,29,53,12,300,2
2016-04-24 20:00:00,121,29,45,19,300,2
2016-04-24 21:00:00,119,31,38,20,300,1
2016-04-24 22:00:00,123,31,25,31,300,1
2016-04-24 23:00:00,119,33,31,16,300,1
2016-04-25 00:00:00,115,31,21,20,300,NA
2016-04-25 01:00:00,107,35,21,16,300,NA
2016-04-25 02:00:00,103,31,21,12,300,NA
2016-04-25 03:00:00,99,27,25,10,300,NA
2016-04-25 04:00:00,101,27,25,10,300,NA
2016-04-25 05:00:00,99,33,20,14,300,NA
2016-04-25 06:00:00,97,27,17,18,300,NA
2016-04-25 07:00:00,101,35,22,19,300,1
2016-04-25 08:00:00,107,35,31,15,300,1
2016-04-25 09:00:00,119,33,42,15,300,1
2016-04-25 10:00:00,133,27,48,14,300,1
2016-04-25 11:00:00,131,33,67,8,200,2
2016-04-25 12:00:00,141,27,71,7,200,1
2016-04-25 13:00:00,127,29,73,6,200,1
2016-04-25 14:00:00,115,25,75,6,200,2
2016-04-25 15:00:00,101,25,75,7,300,2
2016-04-25 16:00:00,103,25,72,10,300,1
2016-04-25 17:00:00,131,23,69,14,300,1
2016-04-25 18:00:00,123,27,64,17,300,1
2016-04-25 19:00:00,111,23,53,26,300,2
2016-04-25 20:00:00,113,33,45,28,300,2
2016-04-25 21:00:00,115,27,51,20,300,2
2016-04-25 22:00:00,109,27,37,26,300,2
2016-04-25 23:00:00,111,37,24,32,300,2
2016-04-26 00:00:00,109,35,23,25,300,2
2016-04-26 01:00:00,99,39,20,20,300,NA
2016-04-26 02:00:00,89,33,24,14,300,1
2016-04-26 03:00:00,85,35,21,15,300,NA
2016-04-26 04:00:00,87,35,25,12,300,NA
2016-04-26 05:00:00,83,29,16,18,300,NA
2016-04-26 06:00:00,81,35,11,23,300,1
2016-04-26 07:00:00,79,31,20,20,300,1
2016-04-26 08:00:00,87,35,39,16,300,1
2016-04-26 09:00:00,101,33,52,14,300,2
2016-04-26 10:00:00,107,37,65,12,300,3
2016-04-26 11:00:00,103,37,75,12,400,4
2016-04-26 12:00:00,103,36,71,20,400,3
2016-04-26 13:00:00,95,35,68,26,400,4
2016-04-26 14:00:00,87,31,59,12,300,13
2016-04-26 15:00:00,47,25,70,13,400,14
2016-04-26 16:00:00,49,25,68,14,400,11
2016-04-26 17:00:00,49,19,55,17,300,5
2016-04-26 18:00:00,41,15,44,16,300,3
2016-04-26 19:00:00,29,11,43,20,400,4
2016-04-26 20:00:00,43,19,47,14,300,3
2016-04-26 21:00:00,39,13,55,8,200,2
2016-04-26 22:00:00,25,13,45,12,200,1
2016-04-26 23:00:00,25,15,43,11,300,1
2016-04-27 00:00:00,35,15,41,9,300,1
2016-04-27 01:00:00,31,17,41,7,300,1
2016-04-27 02:00:00,29,17,41,7,300,1
2016-04-27 03:00:00,31,19,39,7,300,1
2016-04-27 04:00:00,33,19,49,7,200,1
2016-04-27 05:00:00,31,17,55,5,200,1
2016-04-27 06:00:00,23,5,52,6,200,NA
2016-04-27 07:00:00,21,7,48,10,200,NA
2016-04-27 08:00:00,17,5,44,13,200,NA
2016-04-27 09:00:00,19,7,NA,NA,NA,NA
2016-04-27 10:00:00,21,9,NA,NA,NA,NA
2016-04-27 11:00:00,17,11,39,12,200,NA
2016-04-27 12:00:00,17,11,43,10,200,NA
2016-04-27 13:00:00,17,3,48,8,200,NA
2016-04-27 14:00:00,17,5,49,10,200,NA
2016-04-27 15:00:00,17,5,46,12,200,NA
2016-04-27 16:00:00,19,7,47,11,200,NA
2016-04-27 17:00:00,17,7,46,12,200,NA
2016-04-27 18:00:00,15,5,41,15,200,NA
2016-04-27 19:00:00,15,3,44,11,200,NA
2016-04-27 20:00:00,15,1,42,11,200,NA
2016-04-27 21:00:00,11,1,40,11,200,NA
2016-04-27 22:00:00,9,3,40,9,200,NA
2016-04-27 23:00:00,17,3,31,16,200,NA
2016-04-28 00:00:00,11,1,32,10,200,NA
2016-04-28 01:00:00,21,3,34,10,200,NA
2016-04-28 02:00:00,13,7,36,6,200,NA
2016-04-28 03:00:00,15,5,37,7,200,NA
2016-04-28 04:00:00,13,4,38,6,200,NA
2016-04-28 05:00:00,15,1,33,9,200,NA
2016-04-28 06:00:00,17,1,30,14,200,NA
2016-04-28 07:00:00,17,3,31,15,200,NA
2016-04-28 08:00:00,15,3,30,17,200,NA
2016-04-28 09:00:00,15,3,29,19,200,NA
2016-04-28 10:00:00,15,11,31,19,200,NA
2016-04-28 11:00:00,19,11,44,10,200,NA
2016-04-28 12:00:00,23,7,45,10,200,NA
2016-04-28 13:00:00,17,9,49,10,200,NA
2016-04-28 14:00:00,23,9,58,8,200,NA
2016-04-28 15:00:00,25,9,56,8,200,NA
2016-04-28 16:00:00,27,11,54,9,200,NA
2016-04-28 17:00:00,31,11,52,12,200,1
2016-04-28 18:00:00,23,15,49,16,300,3
2016-04-28 19:00:00,41,7,47,18,300,2
2016-04-28 20:00:00,49,25,44,21,300,2
2016-04-28 21:00:00,61,21,35,26,300,2
2016-04-28 22:00:00,61,35,28,26,300,1
2016-04-28 23:00:00,59,27,25,26,300,1
2016-04-29 00:00:00,61,31,28,18,300,1
2016-04-29 01:00:00,61,29,27,17,300,1
2016-04-29 02:00:00,61,35,24,12,300,NA
2016-04-29 03:00:00,57,27,17,13,300,NA
2016-04-29 04:00:00,43,27,20,11,300,NA
2016-04-29 05:00:00,49,25,12,15,300,NA
2016-04-29 06:00:00,47,23,10,14,300,NA
2016-04-29 07:00:00,47,25,16,15,300,1
2016-04-29 08:00:00,61,35,28,15,300,1
2016-04-29 09:00:00,69,45,29,22,300,1
2016-04-29 10:00:00,65,37,31,25,300,1
2016-04-29 11:00:00,61,31,49,13,200,1
2016-04-29 12:00:00,59,25,58,9,200,1
2016-04-29 13:00:00,51,15,59,10,200,1
2016-04-29 14:00:00,51,15,62,8,200,1
2016-04-29 15:00:00,51,15,65,8,200,1
2016-04-29 16:00:00,47,17,63,8,200,1
2016-04-29 17:00:00,49,7,59,10,200,1
2016-04-29 18:00:00,41,11,55,13,200,1
2016-04-29 19:00:00,41,17,54,12,200,1
2016-04-29 20:00:00,47,17,53,13,200,1
2016-04-29 21:00:00,55,23,45,20,300,1
2016-04-29 22:00:00,53,27,32,28,300,1
2016-04-29 23:00:00,53,23,26,24,300,1
2016-04-30 00:00:00,49,19,28,15,300,1
2016-04-30 01:00:00,49,27,19,17,300,NA
2016-04-30 02:00:00,51,23,18,15,300,NA
2016-04-30 03:00:00,47,27,17,13,300,NA
2016-04-30 04:00:00,45,25,17,12,300,NA
2016-04-30 05:00:00,49,23,16,14,300,NA
2016-04-30 06:00:00,45,27,13,14,300,NA
2016-04-30 07:00:00,47,25,15,18,300,1
2016-04-30 08:00:00,55,31,29,13,200,1
2016-04-30 09:00:00,53,25,39,15,200,1
2016-04-30 10:00:00,57,23,50,17,200,1
2016-04-30 11:00:00,41,21,64,10,200,1
2016-04-30 12:00:00,57,19,71,9,300,1
2016-04-30 13:00:00,63,31,80,8,300,2
2016-04-30 14:00:00,65,23,85,9,300,2
2016-04-30 15:00:00,73,35,81,9,300,2
2016-04-30 16:00:00,57,29,82,8,300,2
2016-04-30 17:00:00,65,27,79,11,300,2
2016-04-30 18:00:00,63,27,81,11,300,1
2016-04-30 19:00:00,73,25,76,12,300,1
2016-04-30 20:00:00,69,29,65,13,300,2
2016-04-30 21:00:00,67,25,65,14,300,1
2016-04-30 22:00:00,61,23,67,13,300,2
2016-04-30 23:00:00,57,15,57,13,300,1
2016-05-01 00:00:00,63,23,40,16,300,1
2016-05-01 01:00:00,65,27,36,11,300,NA
2016-05-01 02:00:00,57,27,36,9,300,NA
2016-05-01 03:00:00,55,25,40,7,300,NA
2016-05-01 04:00:00,57,27,41,8,300,NA
2016-05-01 05:00:00,51,25,31,9,300,NA
2016-05-01 06:00:00,47,29,31,10,300,NA
2016-05-01 07:00:00,51,27,37,10,300,1
2016-05-01 08:00:00,53,29,50,8,300,1
2016-05-01 09:00:00,43,23,62,7,200,1
2016-05-01 10:00:00,41,15,68,7,200,1
2016-05-01 11:00:00,31,11,70,5,200,1
2016-05-01 12:00:00,31,9,70,5,200,1
2016-05-01 13:00:00,29,7,72,6,200,1
2016-05-01 14:00:00,33,21,71,6,200,1
2016-05-01 15:00:00,31,9,69,6,200,1
2016-05-01 16:00:00,27,9,63,6,200,1
2016-05-01 17:00:00,31,9,60,8,200,1
2016-05-01 18:00:00,25,9,58,9,200,1
2016-05-01 19:00:00,31,7,51,13,200,2
2016-05-01 20:00:00,37,11,50,14,300,1
2016-05-01 21:00:00,39,19,47,17,200,1
2016-05-01 22:00:00,35,11,24,24,300,1
2016-05-01 23:00:00,49,25,21,19,300,NA
2016-05-02 00:00:00,69,43,26,12,300,NA
2016-05-02 01:00:00,45,15,27,9,200,NA
2016-05-02 02:00:00,45,15,28,9,200,NA
2016-05-02 03:00:00,41,23,29,8,200,NA
2016-05-02 04:00:00,35,15,32,8,200,NA
2016-05-02 05:00:00,35,19,33,8,200,NA
2016-05-02 06:00:00,35,17,34,8,200,NA
2016-05-02 07:00:00,33,17,32,12,200,NA
2016-05-02 08:00:00,41,21,38,11,200,1
2016-05-02 09:00:00,43,25,45,8,200,NA
2016-05-02 10:00:00,45,21,46,8,200,1
2016-05-02 11:00:00,47,19,46,7,200,NA
2016-05-02 12:00:00,55,9,44,7,200,NA
2016-05-02 13:00:00,51,15,42,8,200,NA
2016-05-02 14:00:00,47,21,41,7,200,NA
2016-05-02 15:00:00,45,13,39,9,200,NA
2016-05-02 16:00:00,37,11,37,10,200,NA
2016-05-02 17:00:00,NA,NA,NA,NA,NA,NA
2016-05-02 18:00:00,31,9,31,16,300,NA
2016-05-02 19:00:00,29,11,37,10,200,NA
2016-05-02 20:00:00,25,11,40,7,200,NA
2016-05-02 21:00:00,25,9,40,6,200,NA
2016-05-02 22:00:00,27,15,40,6,200,NA
2016-05-02 23:00:00,19,9,42,6,200,NA
2016-05-03 00:00:00,23,9,43,4,200,NA
2016-05-03 01:00:00,11,7,45,3,200,NA
2016-05-03 02:00:00,11,3,44,3,200,1
2016-05-03 03:00:00,21,3,43,3,200,1
2016-05-03 04:00:00,17,5,44,3,200,1
2016-05-03 05:00:00,13,5,45,4,200,1
2016-05-03 06:00:00,9,1,43,5,200,1
2016-05-03 07:00:00,7,1,41,6,200,1
2016-05-03 08:00:00,9,2,35,12,200,1
2016-05-03 09:00:00,9,2,28,14,200,1
2016-05-03 10:00:00,11,3,31,13,300,1
2016-05-03 11:00:00,21,3,33,11,400,1
2016-05-03 12:00:00,27,7,44,7,200,1
2016-05-03 13:00:00,27,9,48,7,200,1
2016-05-03 14:00:00,29,5,52,7,200,NA
2016-05-03 15:00:00,29,1,51,8,300,NA
2016-05-03 16:00:00,25,5,51,8,200,1
2016-05-03 17:00:00,37,9,53,8,200,1
2016-05-03 18:00:00,37,15,52,8,200,1
2016-05-03 19:00:00,39,19,50,10,200,1
2016-05-03 20:00:00,33,15,49,14,200,1
2016-05-03 21:00:00,47,21,47,15,200,1
2016-05-03 22:00:00,53,21,49,16,300,1
2016-05-03 23:00:00,75,29,53,12,300,1
2016-05-04 00:00:00,93,39,48,11,300,2
2016-05-04 01:00:00,81,33,48,8,300,2
2016-05-04 02:00:00,95,29,40,10,300,3
2016-05-04 03:00:00,79,31,32,13,300,3
2016-05-04 04:00:00,79,33,26,12,300,2
2016-05-04 05:00:00,71,21,11,21,300,1
2016-05-04 06:00:00,67,25,8,29,300,2
2016-05-04 07:00:00,73,31,20,29,300,3
2016-05-04 08:00:00,69,31,29,29,300,4
2016-05-04 09:00:00,75,31,51,13,300,4
2016-05-04 10:00:00,83,25,57,10,300,4
2016-05-04 11:00:00,89,17,61,10,300,4
2016-05-04 12:00:00,87,21,66,10,300,5
2016-05-04 13:00:00,87,23,70,10,300,6
2016-05-04 14:00:00,85,31,70,11,300,5
2016-05-04 15:00:00,87,25,73,10,300,5
2016-05-04 16:00:00,83,19,71,11,300,5
2016-05-04 17:00:00,75,29,69,11,300,4
2016-05-04 18:00:00,75,27,71,12,300,4
2016-05-04 19:00:00,71,21,70,13,300,4
2016-05-04 20:00:00,91,31,60,21,400,4
2016-05-04 21:00:00,89,31,67,16,400,4
2016-05-04 22:00:00,95,43,66,14,400,3
2016-05-04 23:00:00,95,43,62,16,400,3
2016-05-05 00:00:00,91,41,51,19,500,2
2016-05-05 01:00:00,97,39,42,13,500,1
2016-05-05 02:00:00,85,37,36,12,500,1
2016-05-05 03:00:00,77,41,31,11,400,1
2016-05-05 04:00:00,71,41,27,10,400,NA
2016-05-05 05:00:00,67,37,25,12,400,NA
2016-05-05 06:00:00,73,39,29,10,400,NA
2016-05-05 07:00:00,69,29,33,10,400,1
2016-05-05 08:00:00,65,37,38,12,400,1
2016-05-05 09:00:00,67,31,46,9,300,1
2016-05-05 10:00:00,61,31,47,10,300,1
2016-05-05 11:00:00,53,21,52,9,300,1
2016-05-05 12:00:00,45,21,55,13,300,1
2016-05-05 13:00:00,37,13,66,6,200,1
2016-05-05 14:00:00,47,17,66,6,200,1
2016-05-05 15:00:00,47,15,62,6,200,1
2016-05-05 16:00:00,45,11,61,7,200,1
2016-05-05 17:00:00,45,15,63,7,200,1
2016-05-05 18:00:00,53,13,60,8,200,1
2016-05-05 19:00:00,47,11,63,8,200,1
2016-05-05 20:00:00,53,15,59,8,200,1
2016-05-05 21:00:00,47,23,60,8,200,1
2016-05-05 22:00:00,51,21,61,7,200,1
2016-05-05 23:00:00,51,25,60,6,200,1
2016-05-06 00:00:00,49,23,62,4,200,1
2016-05-06 01:00:00,47,19,56,3,200,NA
2016-05-06 02:00:00,31,13,54,3,200,NA
2016-05-06 03:00:00,NA,15,57,3,200,NA
2016-05-06 04:00:00,25,3,55,4,200,NA
2016-05-06 05:00:00,19,5,50,4,200,NA
2016-05-06 06:00:00,15,5,52,6,200,1
2016-05-06 07:00:00,17,5,43,10,200,NA
2016-05-06 08:00:00,21,5,49,8,200,1
2016-05-06 09:00:00,15,5,52,7,200,1
2016-05-06 10:00:00,13,1,54,7,200,1
2016-05-06 11:00:00,13,1,55,9,200,1
2016-05-06 12:00:00,19,3,54,9,200,1
2016-05-06 13:00:00,15,5,54,8,200,1
2016-05-06 14:00:00,17,7,52,9,200,NA
2016-05-06 15:00:00,15,5,52,7,200,1
2016-05-06 16:00:00,15,7,48,8,200,1
2016-05-06 17:00:00,23,9,49,9,200,1
2016-05-06 18:00:00,25,15,47,8,200,NA
2016-05-06 19:00:00,27,13,48,8,300,NA
2016-05-06 20:00:00,21,9,49,8,300,NA
2016-05-06 21:00:00,21,3,51,8,300,NA
2016-05-06 22:00:00,29,7,52,7,300,NA
2016-05-06 23:00:00,55,23,47,9,300,NA
2016-05-07 00:00:00,99,35,46,9,300,NA
2016-05-07 01:00:00,121,27,50,5,200,NA
2016-05-07 02:00:00,267,43,48,4,200,NA
2016-05-07 03:00:00,506,79,44,7,200,NA
2016-05-07 04:00:00,550,77,41,8,200,NA
2016-05-07 05:00:00,468,67,32,16,200,NA
2016-05-07 06:00:00,482,73,33,15,200,NA
2016-05-07 07:00:00,361,55,39,10,200,NA
2016-05-07 08:00:00,339,55,43,8,200,1
2016-05-07 09:00:00,243,43,43,10,200,1
2016-05-07 10:00:00,211,37,52,8,200,1
2016-05-07 11:00:00,153,21,55,5,100,1
2016-05-07 12:00:00,161,15,54,5,200,1
2016-05-07 13:00:00,99,11,52,5,200,1
2016-05-07 14:00:00,95,9,51,5,100,NA
2016-05-07 15:00:00,87,7,52,5,100,NA
2016-05-07 16:00:00,53,5,53,5,100,NA
2016-05-07 17:00:00,47,5,52,6,100,NA
2016-05-07 18:00:00,45,3,52,6,100,NA
2016-05-07 19:00:00,47,3,51,7,100,NA
2016-05-07 20:00:00,53,7,51,6,200,NA
2016-05-07 21:00:00,51,7,49,7,200,1
2016-05-07 22:00:00,43,9,49,8,200,1
2016-05-07 23:00:00,47,9,45,9,200,1
2016-05-08 00:00:00,43,9,36,10,200,NA
2016-05-08 01:00:00,35,11,31,8,200,NA
2016-05-08 02:00:00,37,11,31,7,200,NA
2016-05-08 03:00:00,39,11,32,6,200,NA
2016-05-08 04:00:00,39,9,27,7,200,NA
2016-05-08 05:00:00,39,9,31,7,200,NA
2016-05-08 06:00:00,37,11,31,8,200,NA
2016-05-08 07:00:00,45,15,30,8,200,NA
2016-05-08 08:00:00,49,15,36,7,200,1
2016-05-08 09:00:00,53,13,46,6,200,1
2016-05-08 10:00:00,51,13,52,6,200,1
2016-05-08 11:00:00,53,9,57,6,200,1
2016-05-08 12:00:00,61,9,65,7,200,1
2016-05-08 13:00:00,63,11,69,8,200,2
2016-05-08 14:00:00,67,19,74,10,300,5
2016-05-08 15:00:00,67,13,75,10,200,4
2016-05-08 16:00:00,75,19,77,10,200,3
2016-05-08 17:00:00,93,17,69,11,200,2
2016-05-08 18:00:00,97,19,64,16,200,3
2016-05-08 19:00:00,103,19,60,13,300,5
2016-05-08 20:00:00,93,21,52,14,500,6
2016-05-08 21:00:00,81,25,46,15,400,4
2016-05-08 22:00:00,83,13,40,14,400,2
2016-05-08 23:00:00,91,25,38,13,400,2
2016-05-09 00:00:00,87,27,30,13,400,1
2016-05-09 01:00:00,83,31,30,12,300,1
2016-05-09 02:00:00,79,29,32,9,300,1
2016-05-09 03:00:00,71,25,30,9,300,1
2016-05-09 04:00:00,65,17,29,9,300,1
2016-05-09 05:00:00,63,23,24,12,300,1
2016-05-09 06:00:00,63,25,17,18,300,1
2016-05-09 07:00:00,61,21,12,25,300,1
2016-05-09 08:00:00,63,21,23,24,300,3
2016-05-09 09:00:00,67,23,19,31,300,2
2016-05-09 10:00:00,69,21,33,19,300,2
2016-05-09 11:00:00,59,19,33,24,300,2
2016-05-09 12:00:00,61,17,39,21,300,2
2016-05-09 13:00:00,55,19,43,20,300,2
2016-05-09 14:00:00,59,19,44,19,200,1
2016-05-09 15:00:00,49,15,46,17,200,1
2016-05-09 16:00:00,45,17,NA,NA,NA,NA
2016-05-09 17:00:00,NA,NA,NA,NA,NA,NA
2016-05-09 18:00:00,53,17,43,20,200,1
2016-05-09 19:00:00,61,19,44,13,200,1
2016-05-09 20:00:00,51,17,38,15,200,1
2016-05-09 21:00:00,54,25,35,16,300,NA
2016-05-09 22:00:00,57,27,32,16,300,1
2016-05-09 23:00:00,67,29,33,14,300,1
2016-05-10 00:00:00,67,27,30,12,300,1
2016-05-10 01:00:00,71,31,33,14,300,1
2016-05-10 02:00:00,59,33,41,9,300,1
2016-05-10 03:00:00,57,27,37,9,300,1
2016-05-10 04:00:00,53,27,26,10,300,1
2016-05-10 05:00:00,57,35,25,14,300,1
2016-05-10 06:00:00,43,25,32,10,300,1
2016-05-10 07:00:00,43,25,37,12,300,1
2016-05-10 08:00:00,37,17,41,15,300,1
2016-05-10 09:00:00,41,23,38,14,300,1
2016-05-10 10:00:00,33,17,36,14,300,1
2016-05-10 11:00:00,27,17,40,13,300,1
2016-05-10 12:00:00,27,11,43,10,300,1
2016-05-10 13:00:00,23,15,41,11,300,1
2016-05-10 14:00:00,17,11,38,12,300,1
2016-05-10 15:00:00,21,15,35,13,300,1
2016-05-10 16:00:00,21,13,33,17,300,1
2016-05-10 17:00:00,21,13,30,19,300,1
2016-05-10 18:00:00,17,9,32,19,300,1
2016-05-10 19:00:00,19,5,27,24,300,1
2016-05-10 20:00:00,13,5,36,14,300,1
2016-05-10 21:00:00,15,3,41,9,200,1
2016-05-10 22:00:00,17,3,37,11,200,NA
2016-05-10 23:00:00,21,5,38,9,200,1
2016-05-11 00:00:00,19,7,38,7,200,NA
2016-05-11 01:00:00,11,5,38,6,200,1
2016-05-11 02:00:00,15,5,37,6,200,NA
2016-05-11 03:00:00,21,7,35,6,200,1
2016-05-11 04:00:00,25,17,35,6,200,1
2016-05-11 05:00:00,19,13,30,10,200,1
2016-05-11 06:00:00,19,9,26,12,200,NA
2016-05-11 07:00:00,23,7,30,13,200,NA
2016-05-11 08:00:00,23,9,34,16,200,1
2016-05-11 09:00:00,23,15,36,17,200,NA
2016-05-11 10:00:00,17,5,45,12,200,NA
2016-05-11 11:00:00,19,9,50,10,200,1
2016-05-11 12:00:00,17,5,57,9,200,1
